Number of Animals,YEAR,MONTH,OutcomeType,OutcomeSubtype
75,2010,10,EUTH,FERAL
79,2010,10,EUTH,MEDICAL
36,2010,10,EUTH,REQUESTED
150,2010,10,EUTH,TIME/SPACE
23,2010,10,EUTH,TOO OLD
70,2010,10,EUTH,TOO YOUNG
2,2010,10,FOSTER,TOO YOUNG
3,2010,10,MISSING,IN KENNEL
2,2010,10,MISSING,STOLEN
18,2010,10,RELEASED,
31,2010,10,RELEASED,IN SURGERY
87,2010,10,RTO,
11,2010,10,RTO,IN FIELD
2,2010,10,TRANSFER,
61,2010,10,TRANSFER,KHS
114,2010,10,TRANSFER,RESCUE GRP
1,2010,10,TRANSFER,WILDLIFE
4,2010,11,,
9,2010,11,ADOPTION,
4,2010,11,ADOPTION,3RD PARTY
1,2010,11,ADOPTION,EXCHANGE
1,2010,11,ADOPTION,FOSTER
18,2010,11,ADOPTION,FRIEND
1,2010,11,ADOPTION,NEWSLETTER
31,2010,11,ADOPTION,PROMO
2,2010,11,ADOPTION,PRV ADOPT
26,2010,11,ADOPTION,PS HURST
1,2010,11,ADOPTION,PS WEST
1,2010,11,ADOPTION,TV METRO
1,2010,11,ADOPTION,TV OTHER
25,2010,11,ADOPTION,WALK IN
22,2010,11,ADOPTION,WEB METRO
23,2010,11,ADOPTION,WEB PF
9,2010,11,DIED,
1,2010,11,DIED,ENROUTE
10,2010,11,DIED,IN FOSTER
7,2010,11,DIED,IN KENNEL
1,2010,11,DISPOSAL,DEAD ARRIV
21,2010,11,EUTH,
20,2010,11,EUTH,BEHAV HIST
128,2010,11,EUTH,BEHAV OBSV
16,2010,11,EUTH,BREED
39,2010,11,EUTH,CONTAG DIS
49,2010,11,EUTH,FERAL
63,2010,11,EUTH,MEDICAL
45,2010,11,EUTH,REQUESTED
97,2010,11,EUTH,TIME/SPACE
6,2010,11,EUTH,TOO OLD
50,2010,11,EUTH,TOO YOUNG
1,2010,11,NO SHOW,
28,2010,11,RELEASED,
20,2010,11,RELEASED,IN SURGERY
1,2010,11,RELEASED,MEDICAL
85,2010,11,RTO,
7,2010,11,RTO,IN FIELD
4,2010,11,TRANSFER,
55,2010,11,TRANSFER,KHS
107,2010,11,TRANSFER,RESCUE GRP
2,2010,11,TRANSFER,WILDLIFE
3,2010,12,,
27,2010,12,ADOPTION,
5,2010,12,ADOPTION,3RD PARTY
1,2010,12,ADOPTION,FOSTER
25,2010,12,ADOPTION,FRIEND
2,2010,12,ADOPTION,NEWSLETTER
1,2010,12,ADOPTION,PROMO
3,2010,12,ADOPTION,PRV ADOPT
33,2010,12,ADOPTION,PS HURST
4,2010,12,ADOPTION,REFERRAL
2,2010,12,ADOPTION,TV WHAS
88,2010,12,ADOPTION,WALK IN
4,2010,12,ADOPTION,WEB METRO
14,2010,12,ADOPTION,WEB PF
5,2010,12,DIED,
2,2010,12,DIED,ENROUTE
5,2010,12,DIED,IN FOSTER
8,2010,12,DIED,IN KENNEL
1,2010,12,DIED,IN SURGERY
1,2010,12,DISPOSAL,DEAD ARRIV
59,2010,12,EUTH,
15,2010,12,EUTH,BEHAV HIST
74,2010,12,EUTH,BEHAV OBSV
32,2010,12,EUTH,BREED
32,2010,12,EUTH,CONTAG DIS
4,2010,12,EUTH,FERAL
88,2010,12,EUTH,MEDICAL
22,2010,12,EUTH,REQUESTED
39,2010,12,EUTH,TIME/SPACE
10,2010,12,EUTH,TOO OLD
4,2010,12,EUTH,TOO YOUNG
6,2010,12,FOSTER,
1,2010,12,FOSTER,TIME/SPACE
1,2010,12,MISSING,IN FOSTER
19,2010,12,RELEASED,
18,2010,12,RELEASED,IN SURGERY
86,2010,12,RTO,
2,2010,12,RTO,IN FIELD
49,2010,12,TRANSFER,
33,2010,12,TRANSFER,KHS
84,2010,12,TRANSFER,RESCUE GRP
11,2011,1,,
12,2011,1,ADOPTION,
3,2011,1,ADOPTION,3RD PARTY
1,2011,1,ADOPTION,EXCHANGE
28,2011,1,ADOPTION,FRIEND
2,2011,1,ADOPTION,NEWSLETTER
10,2011,1,ADOPTION,PROMO
8,2011,1,ADOPTION,PRV ADOPT
25,2011,1,ADOPTION,PS HURST
2,2011,1,ADOPTION,REFERRAL
1,2011,1,ADOPTION,TV OTHER
66,2011,1,ADOPTION,WALK IN
1,2011,1,ADOPTION,WEB METRO
7,2011,1,ADOPTION,WEB PF
2,2011,1,DIED,
2,2011,1,DIED,ENROUTE
3,2011,1,DIED,IN FOSTER
4,2011,1,DIED,IN KENNEL
1,2011,1,DIED,IN SURGERY
2,2011,1,DISPOSAL,
4,2011,1,DISPOSAL,DEAD ARRIV
35,2011,1,EUTH,
8,2011,1,EUTH,BEHAV HIST
68,2011,1,EUTH,BEHAV OBSV
23,2011,1,EUTH,BREED
31,2011,1,EUTH,CONTAG DIS
28,2011,1,EUTH,FERAL
65,2011,1,EUTH,MEDICAL
1,2011,1,EUTH,PREGNANT
28,2011,1,EUTH,REQUESTED
23,2011,1,EUTH,TIME/SPACE
11,2011,1,EUTH,TOO OLD
2,2011,1,FOSTER,TIME/SPACE
21,2011,1,RELEASED,
12,2011,1,RELEASED,IN SURGERY
87,2011,1,RTO,
3,2011,1,RTO,IN FIELD
3,2011,1,TRANSFER,
6,2011,1,TRANSFER,AN CONTROL
57,2011,1,TRANSFER,KHS
123,2011,1,TRANSFER,RESCUE GRP
17,2011,2,,
13,2011,2,ADOPTION,
3,2011,2,ADOPTION,3RD PARTY
16,2011,2,ADOPTION,FRIEND
2,2011,2,ADOPTION,PROMO
8,2011,2,ADOPTION,PRV ADOPT
23,2011,2,ADOPTION,PS HURST
1,2011,2,ADOPTION,REFERRAL
1,2011,2,ADOPTION,TV METRO
1,2011,2,ADOPTION,TV WHAS
78,2011,2,ADOPTION,WALK IN
3,2011,2,ADOPTION,WEB METRO
26,2011,2,ADOPTION,WEB PF
4,2011,2,DIED,
3,2011,2,DIED,ENROUTE
3,2011,2,DIED,IN FOSTER
1,2011,2,DIED,IN KENNEL
1,2011,2,DIED,IN SURGERY
1,2011,2,DISPOSAL,
5,2011,2,DISPOSAL,DEAD ARRIV
27,2011,2,EUTH,
7,2011,2,EUTH,BEHAV HIST
70,2011,2,EUTH,BEHAV OBSV
17,2011,2,EUTH,BREED
54,2011,2,EUTH,CONTAG DIS
19,2011,2,EUTH,FERAL
32,2011,2,EUTH,MEDICAL
5,2011,2,EUTH,PREGNANT
40,2011,2,EUTH,REQUESTED
4,2011,2,EUTH,TOO OLD
1,2011,2,FOSTER,PREGNANT
1,2011,2,FOSTER,TIME/SPACE
21,2011,2,RELEASED,
23,2011,2,RELEASED,IN SURGERY
2,2011,2,RELOCATE,
89,2011,2,RTO,
9,2011,2,RTO,IN FIELD
10,2011,2,TRANSFER,
45,2011,2,TRANSFER,KHS
80,2011,2,TRANSFER,RESCUE GRP
22,2011,3,,
7,2011,3,ADOPTION,
4,2011,3,ADOPTION,3RD PARTY
24,2011,3,ADOPTION,FRIEND
1,2011,3,ADOPTION,PROMO
6,2011,3,ADOPTION,PRV ADOPT
20,2011,3,ADOPTION,PS HURST
1,2011,3,ADOPTION,TV OTHER
76,2011,3,ADOPTION,WALK IN
1,2011,3,ADOPTION,WEB METRO
30,2011,3,ADOPTION,WEB PF
5,2011,3,DIED,
3,2011,3,DIED,AT VET
5,2011,3,DIED,ENROUTE
3,2011,3,DIED,IN KENNEL
2,2011,3,DISPOSAL,
2,2011,3,DISPOSAL,DEAD ARRIV
25,2011,3,EUTH,
9,2011,3,EUTH,BEHAV HIST
102,2011,3,EUTH,BEHAV OBSV
31,2011,3,EUTH,BREED
61,2011,3,EUTH,CONTAG DIS
32,2011,3,EUTH,FERAL
48,2011,3,EUTH,MEDICAL
2,2011,3,EUTH,PREGNANT
52,2011,3,EUTH,REQUESTED
26,2011,3,EUTH,TIME/SPACE
4,2011,3,EUTH,TOO OLD
3,2011,3,EUTH,TOO YOUNG
1,2011,3,FOSTER,
1,2011,3,MISSING,IN FOSTER
1,2011,3,NO SHOW,
34,2011,3,RELEASED,
35,2011,3,RELEASED,IN SURGERY
1,2011,3,RELEASED,MEDICAL
3,2011,3,RELOCATE,
137,2011,3,RTO,
9,2011,3,RTO,IN FIELD
39,2011,3,TRANSFER,
2,2011,3,TRANSFER,AN CONTROL
71,2011,3,TRANSFER,KHS
127,2011,3,TRANSFER,RESCUE GRP
2,2011,3,TRANSFER,WILDLIFE
65,2011,4,,
3,2011,4,ADOPTION,
2,2011,4,ADOPTION,3RD PARTY
1,2011,4,ADOPTION,EXCHANGE
1,2011,4,ADOPTION,FOSTER
9,2011,4,ADOPTION,FRIEND
2,2011,4,ADOPTION,NEWSLETTER
3,2011,4,ADOPTION,PROMO
4,2011,4,ADOPTION,PRV ADOPT
13,2011,4,ADOPTION,PS HURST
1,2011,4,ADOPTION,REFERRAL
2,2011,4,ADOPTION,TV WHAS
75,2011,4,ADOPTION,WALK IN
2,2011,4,ADOPTION,WEB METRO
31,2011,4,ADOPTION,WEB PF
2,2011,4,DIED,
2,2011,4,DIED,AT VET
2,2011,4,DIED,ENROUTE
7,2011,4,DIED,IN FOSTER
3,2011,4,DIED,IN KENNEL
4,2011,4,DISPOSAL,
9,2011,4,DISPOSAL,DEAD ARRIV
38,2011,4,EUTH,
7,2011,4,EUTH,BEHAV HIST
88,2011,4,EUTH,BEHAV OBSV
31,2011,4,EUTH,BREED
51,2011,4,EUTH,CONTAG DIS
31,2011,4,EUTH,FERAL
45,2011,4,EUTH,MEDICAL
39,2011,4,EUTH,REQUESTED
13,2011,4,EUTH,TIME/SPACE
11,2011,4,EUTH,TOO OLD
22,2011,4,EUTH,TOO YOUNG
2,2011,4,FOSTER,
1,2011,4,FOSTER,MEDICAL
2,2011,4,FOSTER,TIME/SPACE
2,2011,4,FOSTER,TOO YOUNG
1,2011,4,MISSING,IN FOSTER
1,2011,4,NO SHOW,
21,2011,4,RELEASED,
15,2011,4,RELEASED,IN SURGERY
10,2011,4,RELOCATE,
106,2011,4,RTO,
10,2011,4,RTO,IN FIELD
37,2011,4,TRANSFER,
3,2011,4,TRANSFER,AN CONTROL
108,2011,4,TRANSFER,KHS
203,2011,4,TRANSFER,RESCUE GRP
12,2011,5,,
1,2011,5,,DEAD ARRIV
4,2011,5,ADOPTION,
4,2011,5,ADOPTION,3RD PARTY
1,2011,5,ADOPTION,EXCHANGE
1,2011,5,ADOPTION,FOSTER
13,2011,5,ADOPTION,FRIEND
1,2011,5,ADOPTION,NEWSLETTER
2,2011,5,ADOPTION,PRV ADOPT
14,2011,5,ADOPTION,PS HURST
6,2011,5,ADOPTION,REFERRAL
1,2011,5,ADOPTION,TV OTHER
49,2011,5,ADOPTION,WALK IN
3,2011,5,ADOPTION,WEB METRO
38,2011,5,ADOPTION,WEB PF
3,2011,5,DIED,
2,2011,5,DIED,AT VET
1,2011,5,DIED,ENROUTE
23,2011,5,DIED,IN FOSTER
8,2011,5,DIED,IN KENNEL
2,2011,5,DISPOSAL,DEAD ARRIV
14,2011,5,EUTH,
6,2011,5,EUTH,BEHAV HIST
71,2011,5,EUTH,BEHAV OBSV
12,2011,5,EUTH,BREED
65,2011,5,EUTH,CONTAG DIS
13,2011,5,EUTH,FERAL
83,2011,5,EUTH,MEDICAL
74,2011,5,EUTH,REQUESTED
6,2011,5,EUTH,TIME/SPACE
13,2011,5,EUTH,TOO OLD
42,2011,5,EUTH,TOO YOUNG
9,2011,5,FOSTER,
3,2011,5,FOSTER,MEDICAL
1,2011,5,FOSTER,TIME/SPACE
2,2011,5,FOSTER,TOO YOUNG
11,2011,5,RELEASED,
18,2011,5,RELEASED,IN SURGERY
119,2011,5,RTO,
4,2011,5,RTO,IN FIELD
14,2011,5,TRANSFER,
88,2011,5,TRANSFER,KHS
229,2011,5,TRANSFER,RESCUE GRP
1,2011,5,TRANSFER,TNR
4,2011,6,,
2,2011,6,,IN FIELD
10,2011,6,ADOPTION,
2,2011,6,ADOPTION,3RD PARTY
3,2011,6,ADOPTION,EXCHANGE
1,2011,6,ADOPTION,FACEBOOK
26,2011,6,ADOPTION,FRIEND
1,2011,6,ADOPTION,INTERNET
1,2011,6,ADOPTION,NEWSLETTER
60,2011,6,ADOPTION,PROMO
11,2011,6,ADOPTION,PRV ADOPT
16,2011,6,ADOPTION,PS HURST
2,2011,6,ADOPTION,RADIO MAX
1,2011,6,ADOPTION,RADIO WDJX
13,2011,6,ADOPTION,REFERRAL
20,2011,6,ADOPTION,TV OTHER
3,2011,6,ADOPTION,TV WHAS
13,2011,6,ADOPTION,TV WLKY
87,2011,6,ADOPTION,WALK IN
11,2011,6,ADOPTION,WEB METRO
17,2011,6,ADOPTION,WEB PF
1,2011,6,ADOPTION,WEB PH
5,2011,6,DIED,
6,2011,6,DIED,ENROUTE
13,2011,6,DIED,IN FOSTER
15,2011,6,DIED,IN KENNEL
3,2011,6,DISPOSAL,DEAD ARRIV
6,2011,6,EUTH,
9,2011,6,EUTH,BEHAV HIST
64,2011,6,EUTH,BEHAV OBSV
17,2011,6,EUTH,BREED
83,2011,6,EUTH,CONTAG DIS
31,2011,6,EUTH,FERAL
139,2011,6,EUTH,MEDICAL
83,2011,6,EUTH,REQUESTED
33,2011,6,EUTH,TIME/SPACE
11,2011,6,EUTH,TOO OLD
117,2011,6,EUTH,TOO YOUNG
7,2011,6,FOSTER,
1,2011,6,FOSTER,BREED
1,2011,6,FOSTER,CONTAG DIS
1,2011,6,FOSTER,RESCUE GRP
2,2011,6,FOSTER,TOO OLD
5,2011,6,FOSTER,TOO YOUNG
1,2011,6,MISSING,
5,2011,6,RELEASED,
1,2011,6,RELEASED,MEDICAL
86,2011,6,RTO,
7,2011,6,RTO,IN FIELD
2,2011,6,TRANSFER,
46,2011,6,TRANSFER,KHS
148,2011,6,TRANSFER,RESCUE GRP
11,2011,7,ADOPTION,
7,2011,7,ADOPTION,3RD PARTY
1,2011,7,ADOPTION,EXCHANGE
3,2011,7,ADOPTION,FACEBOOK
25,2011,7,ADOPTION,FRIEND
7,2011,7,ADOPTION,INTERNET
109,2011,7,ADOPTION,PROMO
5,2011,7,ADOPTION,PRV ADOPT
13,2011,7,ADOPTION,PS HURST
2,2011,7,ADOPTION,RADIO OTHR
9,2011,7,ADOPTION,REFERRAL
10,2011,7,ADOPTION,TV OTHER
2,2011,7,ADOPTION,TV WHAS
1,2011,7,ADOPTION,TV WLKY
56,2011,7,ADOPTION,WALK IN
19,2011,7,ADOPTION,WEB PF
1,2011,7,DIED,
4,2011,7,DIED,ENROUTE
13,2011,7,DIED,IN FOSTER
11,2011,7,DIED,IN KENNEL
3,2011,7,DISPOSAL,
3,2011,7,DISPOSAL,DEAD ARRIV
5,2011,7,EUTH,BEHAV HIST
63,2011,7,EUTH,BEHAV OBSV
7,2011,7,EUTH,BREED
107,2011,7,EUTH,CONTAG DIS
40,2011,7,EUTH,FERAL
176,2011,7,EUTH,MEDICAL
72,2011,7,EUTH,REQUESTED
19,2011,7,EUTH,TIME/SPACE
6,2011,7,EUTH,TOO OLD
94,2011,7,EUTH,TOO YOUNG
12,2011,7,FOSTER,
1,2011,7,FOSTER,MEDICAL
1,2011,7,FOSTER,RESCUE GRP
3,2011,7,FOSTER,TIME/SPACE
1,2011,7,FOSTER,TOO OLD
3,2011,7,FOSTER,TOO YOUNG
1,2011,7,MISSING,
84,2011,7,RTO,
15,2011,7,RTO,IN FIELD
11,2011,7,TRANSFER,
25,2011,7,TRANSFER,KHS
131,2011,7,TRANSFER,RESCUE GRP
8,2011,8,ADOPTION,
5,2011,8,ADOPTION,3RD PARTY
1,2011,8,ADOPTION,EXCHANGE
1,2011,8,ADOPTION,FACEBOOK
3,2011,8,ADOPTION,FOSTER
26,2011,8,ADOPTION,FRIEND
19,2011,8,ADOPTION,INTERNET
1,2011,8,ADOPTION,NEWSLETTER
42,2011,8,ADOPTION,PROMO
9,2011,8,ADOPTION,PRV ADOPT
11,2011,8,ADOPTION,PS HURST
4,2011,8,ADOPTION,REFERRAL
1,2011,8,ADOPTION,TV OTHER
1,2011,8,ADOPTION,TV WHAS
1,2011,8,ADOPTION,TV WLKY
47,2011,8,ADOPTION,WALK IN
1,2011,8,ADOPTION,WEB METRO
16,2011,8,ADOPTION,WEB PF
2,2011,8,DIED,
6,2011,8,DIED,ENROUTE
12,2011,8,DIED,IN FOSTER
12,2011,8,DIED,IN KENNEL
1,2011,8,DISPOSAL,
3,2011,8,DISPOSAL,DEAD ARRIV
7,2011,8,EUTH,BEHAV HIST
84,2011,8,EUTH,BEHAV OBSV
8,2011,8,EUTH,BREED
154,2011,8,EUTH,CONTAG DIS
39,2011,8,EUTH,FERAL
128,2011,8,EUTH,MEDICAL
76,2011,8,EUTH,REQUESTED
78,2011,8,EUTH,TIME/SPACE
10,2011,8,EUTH,TOO OLD
130,2011,8,EUTH,TOO YOUNG
10,2011,8,FOSTER,
2,2011,8,FOSTER,BEHAV OBSV
2,2011,8,FOSTER,CONTAG DIS
10,2011,8,FOSTER,MEDICAL
5,2011,8,FOSTER,TIME/SPACE
3,2011,8,FOSTER,TOO OLD
13,2011,8,FOSTER,TOO YOUNG
1,2011,8,RELEASED,
2,2011,8,RELEASED,MEDICAL
87,2011,8,RTO,
10,2011,8,RTO,IN FIELD
13,2011,8,TRANSFER,
36,2011,8,TRANSFER,KHS
1,2011,8,TRANSFER,RES WAGGIN
155,2011,8,TRANSFER,RESCUE GRP
2,2011,9,ADOPTION,
3,2011,9,ADOPTION,3RD PARTY
1,2011,9,ADOPTION,EVENT
1,2011,9,ADOPTION,EXCHANGE
1,2011,9,ADOPTION,FACEBOOK
4,2011,9,ADOPTION,FOSTER
8,2011,9,ADOPTION,FRIEND
7,2011,9,ADOPTION,INTERNET
14,2011,9,ADOPTION,PROMO
3,2011,9,ADOPTION,PRV ADOPT
20,2011,9,ADOPTION,PS HURST
2,2011,9,ADOPTION,REFERRAL
4,2011,9,ADOPTION,TV OTHER
5,2011,9,ADOPTION,TV WHAS
3,2011,9,ADOPTION,TV WLKY
63,2011,9,ADOPTION,WALK IN
2,2011,9,ADOPTION,WEB METRO
18,2011,9,ADOPTION,WEB PF
2,2011,9,DIED,
3,2011,9,DIED,ENROUTE
13,2011,9,DIED,IN FOSTER
9,2011,9,DIED,IN KENNEL
1,2011,9,DISPOSAL,
2,2011,9,DISPOSAL,DEAD ARRIV
5,2011,9,EUTH,BEHAV HIST
79,2011,9,EUTH,BEHAV OBSV
54,2011,9,EUTH,CONTAG DIS
25,2011,9,EUTH,FERAL
121,2011,9,EUTH,MEDICAL
81,2011,9,EUTH,REQUESTED
91,2011,9,EUTH,TIME/SPACE
5,2011,9,EUTH,TOO OLD
100,2011,9,EUTH,TOO YOUNG
9,2011,9,FOSTER,
1,2011,9,FOSTER,BEHAV OBSV
1,2011,9,FOSTER,MEDICAL
1,2011,9,FOSTER,RESCUE GRP
4,2011,9,FOSTER,TIME/SPACE
1,2011,9,FOSTER,TOO OLD
5,2011,9,FOSTER,TOO YOUNG
3,2011,9,MISSING,
3,2011,9,RELEASED,
59,2011,9,RTO,
7,2011,9,RTO,IN FIELD
16,2011,9,TRANSFER,
21,2011,9,TRANSFER,KHS
1,2011,9,TRANSFER,RES WAGGIN
79,2011,9,TRANSFER,RESCUE GRP
3,2011,10,ADOPTION,
2,2011,10,ADOPTION,3RD PARTY
3,2011,10,ADOPTION,EXCHANGE
2,2011,10,ADOPTION,FACEBOOK
13,2011,10,ADOPTION,FOSTER
26,2011,10,ADOPTION,FRIEND
20,2011,10,ADOPTION,INTERNET
1,2011,10,ADOPTION,NEWSLETTER
22,2011,10,ADOPTION,PROMO
8,2011,10,ADOPTION,PRV ADOPT
29,2011,10,ADOPTION,PS HURST
2,2011,10,ADOPTION,REFERRAL
1,2011,10,ADOPTION,TV WHAS
44,2011,10,ADOPTION,WALK IN
2,2011,10,ADOPTION,WEB METRO
12,2011,10,ADOPTION,WEB PF
1,2011,10,DIED,
1,2011,10,DIED,ENROUTE
13,2011,10,DIED,IN FOSTER
4,2011,10,DIED,IN KENNEL
1,2011,10,DISPOSAL,
2,2011,10,DISPOSAL,DEAD ARRIV
6,2011,10,EUTH,BEHAV HIST
55,2011,10,EUTH,BEHAV OBSV
37,2011,10,EUTH,CONTAG DIS
13,2011,10,EUTH,FERAL
1,2011,10,EUTH,HEARTWORM
158,2011,10,EUTH,MEDICAL
92,2011,10,EUTH,REQUESTED
45,2011,10,EUTH,TIME/SPACE
4,2011,10,EUTH,TOO OLD
15,2011,10,EUTH,TOO YOUNG
12,2011,10,FOSTER,
3,2011,10,FOSTER,CONTAG DIS
7,2011,10,FOSTER,MEDICAL
9,2011,10,FOSTER,TIME/SPACE
1,2011,10,FOSTER,TOO OLD
1,2011,10,FOSTER,TOO YOUNG
1,2011,10,MISSING,
1,2011,10,MISSING,IN KENNEL
1,2011,10,MISSING EX,IN KENNEL
46,2011,10,RTO,
8,2011,10,RTO,IN FIELD
3,2011,10,TRANSFER,
9,2011,10,TRANSFER,KHS
2,2011,10,TRANSFER,RES WAGGIN
102,2011,10,TRANSFER,RESCUE GRP
1,2011,10,TRANSFER,WILDLIFE
4,2011,11,ADOPTION,
4,2011,11,ADOPTION,3RD PARTY
3,2011,11,ADOPTION,EVENT
4,2011,11,ADOPTION,EXCHANGE
2,2011,11,ADOPTION,FACEBOOK
6,2011,11,ADOPTION,FOSTER
16,2011,11,ADOPTION,FRIEND
11,2011,11,ADOPTION,INTERNET
13,2011,11,ADOPTION,PROMO
4,2011,11,ADOPTION,PRV ADOPT
26,2011,11,ADOPTION,PS HURST
3,2011,11,ADOPTION,REFERRAL
2,2011,11,ADOPTION,TV WHAS
50,2011,11,ADOPTION,WALK IN
5,2011,11,ADOPTION,WEB METRO
24,2011,11,ADOPTION,WEB PF
4,2011,11,DIED,
5,2011,11,DIED,ENROUTE
11,2011,11,DIED,IN FOSTER
3,2011,11,DIED,IN KENNEL
1,2011,11,DIED,IN SURGERY
1,2011,11,DISPOSAL,
13,2011,11,DISPOSAL,DEAD ARRIV
4,2011,11,EUTH,BEHAV HIST
55,2011,11,EUTH,BEHAV OBSV
19,2011,11,EUTH,CONTAG DIS
11,2011,11,EUTH,FERAL
136,2011,11,EUTH,MEDICAL
82,2011,11,EUTH,REQUESTED
42,2011,11,EUTH,TIME/SPACE
1,2011,11,EUTH,TOO OLD
17,2011,11,FOSTER,
5,2011,11,FOSTER,MEDICAL
1,2011,11,FOSTER,PREGNANT
4,2011,11,FOSTER,TIME/SPACE
9,2011,11,FOSTER,TOO YOUNG
1,2011,11,RELEASED,
1,2011,11,RELOCATE,
72,2011,11,RTO,
11,2011,11,RTO,IN FIELD
2,2011,11,TRANSFER,
11,2011,11,TRANSFER,KHS
16,2011,11,TRANSFER,RES WAGGIN
68,2011,11,TRANSFER,RESCUE GRP
1,2011,12,ADOPTION,
6,2011,12,ADOPTION,3RD PARTY
1,2011,12,ADOPTION,EXCHANGE
2,2011,12,ADOPTION,FACEBOOK
9,2011,12,ADOPTION,FOSTER
13,2011,12,ADOPTION,FRIEND
1,2011,12,ADOPTION,INTERNET
7,2011,12,ADOPTION,PROMO
15,2011,12,ADOPTION,PRV ADOPT
19,2011,12,ADOPTION,PS HURST
1,2011,12,ADOPTION,RADIO OTHR
1,2011,12,ADOPTION,REFERRAL
78,2011,12,ADOPTION,WALK IN
6,2011,12,ADOPTION,WEB METRO
51,2011,12,ADOPTION,WEB PF
1,2011,12,DIED,
2,2011,12,DIED,ENROUTE
1,2011,12,DIED,IN FOSTER
2,2011,12,DIED,IN KENNEL
7,2011,12,DISPOSAL,DEAD ARRIV
67,2011,12,EUTH,BEHAV OBSV
21,2011,12,EUTH,CONTAG DIS
2,2011,12,EUTH,FERAL
121,2011,12,EUTH,MEDICAL
56,2011,12,EUTH,REQUESTED
52,2011,12,EUTH,TIME/SPACE
1,2011,12,EUTH,TOO OLD
4,2011,12,EUTH,TOO YOUNG
17,2011,12,FOSTER,
6,2011,12,FOSTER,BEHAV OBSV
2,2011,12,FOSTER,CONTAG DIS
3,2011,12,FOSTER,MEDICAL
6,2011,12,FOSTER,RES WAGON
6,2011,12,FOSTER,TIME/SPACE
3,2011,12,FOSTER,TOO YOUNG
2,2011,12,MISSING,IN FOSTER
66,2011,12,RTO,
16,2011,12,RTO,IN FIELD
11,2011,12,TRANSFER,
30,2011,12,TRANSFER,KHS
19,2011,12,TRANSFER,RES WAGGIN
120,2011,12,TRANSFER,RESCUE GRP
2,2012,1,ADOPTION,
2,2012,1,ADOPTION,FACEBOOK
34,2012,1,ADOPTION,FOSTER
19,2012,1,ADOPTION,FRIEND
11,2012,1,ADOPTION,INTERNET
1,2012,1,ADOPTION,PROMO
6,2012,1,ADOPTION,PRV ADOPT
8,2012,1,ADOPTION,PS HURST
10,2012,1,ADOPTION,REFERRAL
57,2012,1,ADOPTION,WALK IN
5,2012,1,ADOPTION,WEB METRO
39,2012,1,ADOPTION,WEB PF
2,2012,1,DIED,AT VET
2,2012,1,DIED,IN FOSTER
2,2012,1,DIED,IN KENNEL
1,2012,1,DISPOSAL,
9,2012,1,DISPOSAL,DEAD ARRIV
1,2012,1,EUTH,BEHAV HIST
42,2012,1,EUTH,BEHAV OBSV
15,2012,1,EUTH,CONTAG DIS
89,2012,1,EUTH,MEDICAL
44,2012,1,EUTH,REQUESTED
8,2012,1,EUTH,TIME/SPACE
10,2012,1,FOSTER,
3,2012,1,FOSTER,BEHAV OBSV
1,2012,1,FOSTER,BREED
9,2012,1,FOSTER,MEDICAL
1,2012,1,FOSTER,RESCUE GRP
5,2012,1,FOSTER,TIME/SPACE
10,2012,1,FOSTER,TOO YOUNG
1,2012,1,MISSING,IN FOSTER
1,2012,1,MISSING,IN KENNEL
69,2012,1,RTO,
7,2012,1,RTO,IN FIELD
21,2012,1,TRANSFER,
41,2012,1,TRANSFER,KHS
21,2012,1,TRANSFER,RES WAGGIN
114,2012,1,TRANSFER,RESCUE GRP
3,2012,2,ADOPTION,
1,2012,2,ADOPTION,EXCHANGE
5,2012,2,ADOPTION,FACEBOOK
16,2012,2,ADOPTION,FOSTER
16,2012,2,ADOPTION,FRIEND
17,2012,2,ADOPTION,INTERNET
3,2012,2,ADOPTION,PROMO
12,2012,2,ADOPTION,PRV ADOPT
14,2012,2,ADOPTION,PS HURST
3,2012,2,ADOPTION,PS WEST
1,2012,2,ADOPTION,RADIO OTHR
12,2012,2,ADOPTION,REFERRAL
53,2012,2,ADOPTION,WALK IN
28,2012,2,ADOPTION,WEB PF
2,2012,2,DIED,
3,2012,2,DIED,ENROUTE
2,2012,2,DIED,IN FOSTER
1,2012,2,DIED,IN KENNEL
1,2012,2,DISPOSAL,
6,2012,2,DISPOSAL,DEAD ARRIV
2,2012,2,EUTH,BEHAV HIST
51,2012,2,EUTH,BEHAV OBSV
35,2012,2,EUTH,CONTAG DIS
73,2012,2,EUTH,MEDICAL
41,2012,2,EUTH,REQUESTED
24,2012,2,EUTH,TIME/SPACE
3,2012,2,EUTH,TOO OLD
15,2012,2,FOSTER,
2,2012,2,FOSTER,BEHAV OBSV
1,2012,2,FOSTER,CONTAG DIS
6,2012,2,FOSTER,MEDICAL
2,2012,2,FOSTER,PREGNANT
4,2012,2,FOSTER,RES WAGON
7,2012,2,FOSTER,TIME/SPACE
12,2012,2,FOSTER,TOO YOUNG
72,2012,2,RTO,
8,2012,2,RTO,IN FIELD
1,2012,2,TRANSFER,
24,2012,2,TRANSFER,KHS
7,2012,2,TRANSFER,RES WAGGIN
83,2012,2,TRANSFER,RESCUE GRP
1,2012,2,TRANSFER,WILDLIFE
5,2012,3,ADOPTION,
3,2012,3,ADOPTION,3RD PARTY
8,2012,3,ADOPTION,EVENT
2,2012,3,ADOPTION,EXCHANGE
